Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
6B26C131905CEE4698A4704D731834B9,Woodland Plumbing ltd.,Woodland Plumbing ltd.,zgierski101@gmail.com,7803169599,,https://www.woodland-plumbing.com/,Wabasca,Alberta,PO Box 391,PO Box 391,t0g2k0,Provides home Construction Plumbing and heating preventative maintenance Service locating,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6B26C131905CEE4698A4704D731834B9, - ,541330 - Engineering Services | 221210 - Natural Gas Distribution | 221310 - Water Supply and Irrigation Systems | 221320 - Sewage Treatment Facilities | 221330 - Steam and Air-Conditioning Supply | 236110 - Residential Building Construction | 238990 - All Other Specialty Trade Contractors | 236220 - Commercial and Institutional Building Construction | 236210 - Industrial Building and Structure Construction | 237110 - Water and Sewer Line and Related Structures Construction | ,5124B - Construction of Commercial Buildings | 5162C - Plumbing Contractor Services | 5163A - Gas Fitting Construction Work | 5163B - Building Gas System (Medical/Industrial) Contractors | 5133D - Sewers/ Drainage | 5121A - Construction of One and Two Dwelling Buildings | 5112B - Demolition Work | 5133B - Irrigation and Flood Control | 5122A - Construction of Multi-Dwelling Buildings | ,
97E049E364575173E0531B96D48E86D3,Woodruff Payroll Solutions Inc.,Woodruff Payroll Solutions Inc.,vincew@rogers.com,,,,Scarborough,Ontario,37 Pachino Blvd,,M1R4J6,Woodruff Payroll Solutions Inc is a payroll and accounting service that helps small and medium business owners improve their bottom-line by outsourcing the payroll and accounting component of their business Vincent Woodruff operates the business ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364575173E0531B96D48E86D3,541215 - Bookkeeping  Payroll and Related Services,541212 - Offices of Accountants | 541213 - Tax Preparation Services | 541990 - All Other Professional  Scientific and Technical Services | 561330 - Professional Employer Organizations | ,B308A - Accounting and Financial Management Studies | ,
A991A7BCEF2DA14198370335E72E93CD,Workforce Delivery Inc.,Workforce Delivery Inc.,sam@workforcedelivery.com,7808861679,,www.workforcedelivery.com,Edmonton,Alberta,4351 Crabapple Cres SW,4351 Crabapple Cres SW,T6X 0X9,We are an Indigenous owned  operated consulting firm specializing in industrial  employee relations collective bargaining investigations policy development recruitment sourcing onboarding Indigenous relations and supervisor and manager ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=A991A7BCEF2DA14198370335E72E93CD, - ,541612 - Human Resources Consulting Services | ,R199B - Miscellaneous Business Services | ,
6A660B61694AFD49B4035785B03ED705,Workforce Warriors Inc.,Workforce Warriors Inc.,kelly@workforcewarriors.ca,7096919681,,www.workforcewarriors.ca,Rusagonis,New Brunswick,94 Maplewood Drive,,E3B 7Z1,Workforce Warriors is a national Indigenous non-profit organization building capacity and leadership in our nations Indigenous communities Workforce Warriors is a leadership program on one side and a skill-to-work in all sectors on the other ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6A660B61694AFD49B4035785B03ED705, - ,813210 - Grant-Making and Giving Services | 611710 - Educational Support Services | ,U008C - Training Design | ,
97E049E35FBF5173E0531B96D48E86D3,www.VideoGRAM.ca,www.VideoGRAM.ca,videogram@live.com,,,http://www.VideoGRAM.ca,Halifax,Nova Scotia,3-5543 Almon St,,B3K1T4,We are an experienced Audio Visual TV Internet Photo Video Film and Music Producer VideoGRAMca provides Cinema Quality High Definition Video and 24 Mega Pixel Professional Photo Video Shooting Production Post Production and Audio - ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35FBF5173E0531B96D48E86D3,512110 - Motion Picture and Video Production,512190 - Post-Production and Other Motion Picture and Video Industries | 518210 - Data Processing  Hosting  and Related Services | 519130 - Internet Publishing and Broadcasting  and Web Search Portals | 541810 - Advertising Agencies | 541820 - Public Relations Services | 541830 - Media Buying Agencies | 541899 - All Other Services Related to Advertising | ,N5995 - Cable  Cord  and Wire Assemblies  Communication Equipment | N6640 - Laboratory Equipment and Supplies | U006C - Technical / Vocational Training | R019U - Professional Services / Program Research Analysis | N7045 - Computer Supplies | N5830 - Intercommunication and Public Address Systems  Except Airborne | N5930 - Switches | N5835 - Sound Recording and Reproducing Equipment | N5836 - Video Recording and Reproduction Equipment | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | N5805 - Telephone and Telegraph Equipment | N5999 - Miscellaneous Electrical and Electronic Components | N5985 - Antennas  Waveguides and Related Equipment | N6910 - Training Aids | N5820 - Radio and Television Communications Equipment  Except Airborne | N6650 - Optical Instruments  Test Equipment  Components and Accessories | N6625 - Electrical and Electronic Properties Measuring and Testing Instruments | N5810 - Communications Security Equipment and Components | N6910100 - Training Aids  Electronic Navigational | N6910300 - TRAINING AIDS  ELECTRONIC  VEHICLE | T018C - Audio and Video | ,
97E049E361795173E0531B96D48E86D3,Wynterose Consulting Group Ltd.,Wynterose Consulting Group Ltd.,jan@wynteroseconsulting.com,,,http://www.wynteroseconsulting.com,Calgary,Alberta,PO Box 73028,Woodbine RPO,T2W6E4,Wynterose Consulting Group Ltd provides Indigenous engagement services to corporations and government throughout Western Canada specific to Project development in the energy sector,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361795173E0531B96D48E86D3,541619 - Other Management Consulting Services,541611 - Administrative Management and General Management Consulting Services | 541620 - Environmental Consulting Services | ,E199D - Environmental Services | B109A - Other Environmental Studies | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
C867B6074D2363498C85C47C7CD49BB5,Xact Pressure Services,730617 Alberta Ltd,xactpressure@gmail.com,4033578154,,www.xactpressureservices.com,Rocky Mountain House,Alberta,4316 49TH AVE,,T4T1P3,XACT has been specializing in testing Pressure Switches since 2003  We make it our business to see that pressure switches are operating at the required pressure by the company  We pride ourselves in Safety Integrity and Efficiency to help ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=C867B6074D2363498C85C47C7CD49BB5,484221 - Bulk Liquids Trucking  Local,,N6810 - Chemicals | V001B - Trucking | N4940R - Cleaner  Pressure  Solvent-Water | N9130 - Liquid Propellants and Fuels  Petroleum Base | ,
97E049E363775173E0531B96D48E86D3,Xilix Consulting Inc.,Xilix Consulting Inc.,ccoleman@istar.ca,,,,Gloucester,Ontario,3719 Sixth St,,K1T1K5,Founded in 1998 Xilix Consulting Inc is a locally-owned and operated staffing organization and offers an in-depth knowledge of the unique characteristics of the National Capital Regions labour market After a thorough analysis of your requirements ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363775173E0531B96D48E86D3,561310 - Employment Placement Agencies and Executive Search Services,,,
97E049E3638F5173E0531B96D48E86D3,Xtended Hydraulics & Machine Inc,Xtended Hydraulics & Machine Inc,robt@xtended.ca,,,http://www.xtended.ca,White City,Saskatchewan,31 Carson Cres,P.O. Box 920,S4L5B1,Manufacture and repair hydraulic cylinders as well asindustrial hard chrome platingCustom Machining and Fabrication,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3638F5173E0531B96D48E86D3,333990 - All Other General-Purpose Machinery Manufacturing,,5139C - General Heavy Construction | N4940 - Maintenance and Repair Shop Specialized Equipment  Miscellaneous | AA910300 - Agriculture (R&D) | ,
97E049E3654D5173E0531B96D48E86D3,Yarcom,Yarcom Inc,,,,,West Pubnico,Nova Scotia,3438 Highway 3,PO Box 278,B0W3S0,Golf course management,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3654D5173E0531B96D48E86D3,561730 - Landscaping Services,,K102B - Food Catering Services | K100A - Cleaning and Maintenance  Janitorial | M110A - Property Management - Office Space/Administrative Buildings | G102A - Recreational Services | B308A - Accounting and Financial Management Studies | ,
6BEF996622A93244A47E60AC1037982E,Yändata Limited Partnership,Yändata Limited Partnership,mpicard@yandataarchaeology.ca,4188433767,,,London,Ontario,450 Talbot Street,,N6A 5J6,Yndata Limited Partnership is a huron-wendat archaeological firm able to provide all the archaeoloigical services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6BEF996622A93244A47E60AC1037982E, - ,541990 - All Other Professional  Scientific and Technical Services | ,B109A - Other Environmental Studies | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | ,
339DCB10CE90E741A4578932ADB25AD4,Yändata',Yändata inc.,kwe@yandata.ca,514-288-1566,,https://yandata.ca/en/home/,Montréal,Quebec,1623 rue Dezery,,H1W2R8,Yndata is an Indigenous production company that combines the creation of audiovisual content with creativity We meet the needs of businesses artists and organizations of the First Nations of Quebec We provide complete project management ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=339DCB10CE90E741A4578932ADB25AD4,51211 - Motion Picture and Video Production,512190 - Post-Production and Other Motion Picture and Video Industries | 51219 - Post-Production and Other Motion Picture and Video Industries | 541430 - Graphic Design Services | 541810 - Advertising Agencies | 541690 - Other Scientific and Technical Consulting Services | ,D399A - Miscellaneous Communications Services | T003A - Advertising | T000G - Communication Support Products | T005A - Graphic Design Services - including website | T009B - Motion Picture Production | T018C - Audio and Video | ,
97E049E365885173E0531B96D48E86D3,Yellow Quill Property Management Corp,Yellow Quill Property Management Corp,ron.waddington@yqfn.ca,,,http://www.yqfn.ca,Yellow Quill,Saskatchewan,P.O. Box 122,,S0A3A0,Yellow Quill Property Management Corp offers commercial office leasing opportunities for various properties within Saskatoon Saskatchewan,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E365885173E0531B96D48E86D3,531310 - Real Estate Property Managers,,M110A - Property Management - Office Space/Administrative Buildings | ,
7918FF8197EB5A489DCD85762BB7094A,YENI ENTERPRISES LTD.,YENI ENTERPRISES LTD.,john@jgigroup.ca,780-451-2931,833-702-5601,,Edmonton,Alberta,15889-116th Avenue NW,15889-116th Avenue NW,T5M 3W1,Yeni Enterprises Ltd offers services as a Prime Contractor Construction Manager Construction Services Engineering Architectural Interior Design and Earthworks,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=7918FF8197EB5A489DCD85762BB7094A,236220 - Commercial and Institutional Building Construction,236110 - Residential Building Construction | 236210 - Industrial Building and Structure Construction | 237310 - Highway  Street and Bridge Construction | 238910 - Site Preparation Contractors | 238990 - All Other Specialty Trade Contractors | 321919 - Other Millwork | 541310 - Architectural Services | 541330 - Engineering Services | 541420 - Industrial Design Services | 561730 - Landscaping Services | 561799 - All Other Services to Buildings and Dwellings | 624220 - Community Housing Services | 237990 - Other Heavy and Civil Engineering Construction | 238320 - Painting and Wall Covering Contractors | 541340 - Drafting Services | 541410 - Interior Design Services | ,C211DA - Interior Design Services including Functional Programming | C119AH - Architectural Services: Statement of Requirements or Building Programming | N5680 - Construction Material  Miscellaneous | R199V - Health and Safety on Construction Sites | N6910FGE - Models  Scale  Architectural and Engineering | R007A - System Engineering Services | R008A - Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament  R&D and R&O) | U099SA - Health and Safety Consultation and Training | C219D - Other Architectural and Engineering Services - Real Property | 5121A - Construction of One and Two Dwelling Buildings | 5122A - Construction of Multi-Dwelling Buildings | 5123B - Construction of Warehouses and Industrial Buildings | 5124B - Construction of Commercial Buildings | 5127B - Construction of Educational Buildings | 5128B - Construction of Health Buildings | 5129B - Construction of Other Buildings | 5139A - Construction Services  Not Elsewhere Specified | 5159B - Other Special Trade Construction Work | 5166A - Fence Construction | C119C - Construction Supervision Services | C219BK - Engineering Services - Construction Management | N5520B - Doors  Wood Construction | N5670A - Doors  Metal Construction | N5675 - Nonwood Construction Lumber and Related Materials | B219A - Other Engineering Studies | C113A - Architect/Engineer Services - Educational Buildings | C115A - Architect/Engineer Services - Industrial Buildings | C117A - Architect/Engineer Services - Warehouse Buildings | C121A - Architectural & Engineering Services - Restoration/Conservation Heritage Building Structures | C129A - Architectural & Engineering  Services - Other Non-Building Structures | C211D - Architect and Engineering Services - Buildings | C219A - Engineering Services | C219CBA - Energy Engineering: Building Energy Conservation | C119B - Design Build Services - Real Property | U099S - Safety Training Courses | C213A - Architectural & Engineering Inspection Services | N5670AG - Doors  Overhead  Metal Construction | 5139B - Engineering Works  Not Elsewhere Specified | C111A - Architect/Engineer Services - Administration & Service Buildings | C114A - Architect/Engineer Services - Hospital Buildings | C116A - Architect/Engineer Services - Residential Buildings | C119F - Engineering Services - Buildings | C122A - Architectural & Engineering Services - Highways  Roads  Railways Bridges and Dams | C130A - Architectural & Engineering Services - Restoration/Conservation Heritage Non-Building Structures | C212B - Architectual & Engineering CADD Services | C219C - Engineering Services | T015AC - Blue Printing and Engineering Drawing Reproduction | C211A - Drafting and Design Services | C119A - Architectual Services - Buildings | ,
97E049E363D15173E0531B96D48E86D3,Yetsa Construction Ltd,Yetsa Construction Ltd,yetsaventures@shaw.ca,,,,Victoria,British Columbia,2158 Millstream Rd,,V9B6H4,We are a first nations majority owned company specializing in landfill management environmental remediationreclamation civil and marine construction,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363D15173E0531B96D48E86D3,237990 - Other Heavy and Civil Engineering Construction,541620 - Environmental Consulting Services | 562910 - Remediation Services | ,,
97E049E360AC5173E0531B96D48E86D3,Yetsa-Pacific JV,Yetsa-Pacific,yetsaventures@shaw.ca,,,,Brentwood Bay,British Columbia,952 Stellys Cross Rd,,V8M1J7,Construction company,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360AC5173E0531B96D48E86D3,236210 - Industrial Building and Structure Construction,,5139C - General Heavy Construction | ,
D4E236D80F6DA04FA1D0BD4BA97CCA49,Yogaste Studio,Yogaste Studio,yogastestudio@gmail.com,3063077432,,Yogaste.ca,Lloydminster,Saskatchewan,4919 50th ave,,S9v0p7,Yogaste Studio is a space that provides Kids yoga Teen yoga mommi and me tween and me and family yoga,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D4E236D80F6DA04FA1D0BD4BA97CCA49,713940 - Fitness and Recreational Sports Centres,,G102A - Recreational Services | ,
97E049E363EE5173E0531B96D48E86D3,Yorkton Tribal Administration Inc.,Yorkton Tribal Council,,,,,Yorkton,Saskatchewan,102-506 Broadway St W,,S3N0P3,Providing programs and services to 6 or more First Nations,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363EE5173E0531B96D48E86D3,914110 - Aboriginal Public Administration,,R019E - Business Services | ,
97E049E361315173E0531B96D48E86D3,Young Forestry Services,Young Forestry Services,Loriebrianyoung@cogeco.ca,,,,North Bay,Ontario,3 Yellek Trail,R.R. 4,P1B8G5,Forestry brushing Land Clearing,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361315173E0531B96D48E86D3,238910 - Site Preparation Contractors,238990 - All Other Specialty Trade Contractors | ,,
97E049E363785173E0531B96D48E86D3,Youngs Memorials,Alex Young Monumental Co. Ltd.,granite_youngs@sasktel.net,,,http://www.youngsmemorials.ca,Regina,Saskatchewan,1010 Scarth St.,,S4R2C9,87 YEARS OF PRODUCING MEMORIALSLIGHT STONE FABRICATING AND FINISHINGCUSTOM CUMPUTER STENCIL CUTTING FOR OTHERS,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363785173E0531B96D48E86D3,327990 - All Other Non-Metallic Mineral Product Manufacturing,,,
97E049E3626D5173E0531B96D48E86D3,Your Design Direct,Your Design Direct,info@yourdesigndirect.com,,,,Cranbrook,British Columbia,3949 Silver Spring Dr.,,V1C6X8,Produce unique clothing products using a direct to garment printer,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3626D5173E0531B96D48E86D3,313310 - Textile and Fabric Finishing,323113 - Commercial Screen Printing | ,,
2A9D1860B206E4418B5479B53D34864A,Your Realty Group,Billy Peach Real Estate Inc.,billy@billypeach.com,(613) 532-0500,,yourrealtygroup.com,Inverary,Ontario,3534 Four Seasons Drive,,K0H 1X0,Your Realty Group was co-founded by Real Estate Broker Billy Peach a former professional Canadian Football League Offensive Lineman This partnership was formed to provide exceptional real estate service to Buyers and Sellers of real estate ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=2A9D1860B206E4418B5479B53D34864A,531211 - Real Estate Agents,,R118A - Real Estate Broker Services | R118AB - Real Estate Advisory Services | ,
97E049E3605C5173E0531B96D48E86D3,YourEye Video  Productions,Yurrie Oreskiewicz,youreyevideo@gmail.com,,,http://www.youtube.com/c/youreyeproductions,Victoria Beach,Manitoba,P.O. Box 57,,R0E2C0,YourEye Video Productions is a Indegenous business that produces professional digital video productions for the Web DVD and Television  Please feel free to call or email for a quote YourEye Video Productions was started in 1995 to take advantage ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3605C5173E0531B96D48E86D3,512110 - Motion Picture and Video Production,,T018C - Audio and Video | ,
97E049E364A05173E0531B96D48E86D3,YourLand,YourLand Development & Research Solutions,YourLand@telus.net,,,,Surrey,British Columbia,13145 22A Ave,,V4A8Y5,Qualitative research work for lawyers private investigators developers businesses etc   Litigation Business Opportunities Economic and Land Development Site Selection Personal and Business HistoryPreparation of detailed reports including ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364A05173E0531B96D48E86D3,541619 - Other Management Consulting Services,,T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | ,
95ED5BF6A36041448F14A99DA5D5D6EC,Yucwmenlúcwu(Care Takers of the Land)LLP,Yucwmenlúcwu(Care Takers of the Land)LLP,ashley.christian@splatsindc.com,(250) 838- 0775,,www.splatsindc.com,Enderby,British Columbia,5655 Hwy 97A,,V0E 1V3,YUCWMENLCWU means Caretakers of the Land and thats the foundation of our approach With our peoples culture and connection to the land guiding us we balance conservation and economic development through innovative and practical solutions ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=95ED5BF6A36041448F14A99DA5D5D6EC, - ,541620 - Environmental Consulting Services | ,B103A - Water Quality Studies | ,
97E049E35F935173E0531B96D48E86D3,Yukon Engineering Services Inc.,Yukon Engineering Services Inc.,rslade@yes-group.ca,,,http://www.yes-group.ca,Whitehorse,Yukon,Calcite Business Centre,1-151 Industrial Rd,Y1A2V3,Yukon Engineering Services offers civil transportation mining structural and municipal engineering consulting and project management services to contractors utility mining and exploration companies private developers government departments ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35F935173E0531B96D48E86D3,541330 - Engineering Services,213119 - Other Support Activities for Mining | 541370 - Surveying and Mapping (except Geophysical) Services | 541990 - All Other Professional  Scientific and Technical Services | 562990 - All Other Waste Management Services | ,,
97E049E362755173E0531B96D48E86D3,Yunesitin Development Enterprise,Yunesitin Development Enterprise,rgrady@yunesitin.ca,,,,Alexis Creek,British Columbia,PO Box 158,,V0L1A0,Yunesitin Development Enterprise is a small first nations owned company employed in the natural resource sector  The company is involve in silviculture fire fighting fencing and small scale harvesting,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362755173E0531B96D48E86D3,115310 - Support Activities for Forestry,,F010B - Forestry Services  Not Elsewhere Specified | ,
FE8B9A4DD0207F4F9D483E16737C439D,Zachary Knight Enterprises,Zachary Knight Enterprises,zacharyknightenterprises@gmail.com,204-901-2144,,,Brandon,Manitoba,35 Birchwood Drive,,R7A 7T6,I can provide full inspection services including material lists take offs measurements scale drawings and photo ledgersI can also provide project management services ranging from simple ordering contractor selections material selections ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=FE8B9A4DD0207F4F9D483E16737C439D, - ,238990 - All Other Specialty Trade Contractors | ,H900A - Other Construction Quality Control  Testing  Inspect. and Tech. Services | H300E - Construction Inspection Services | J019A - Maintenance  Repair  Modification  Rebuilding & Installation of Equipment related to Ships | H100A - Materials Inspection and Quality Assurance | ,
FB12B2E4126E2542AE51718E023B8A17,Zhawenim Wellness,Zhawenim Wellness,info@zhawenimwellness.ca,9059122011,,zhawenimwellness.ca,Peterborough,Ontario,459 George St. N,Unit 207,K9H3R6,I am a sole Registered Massage Therapist I offer pain relief injury rehabilitation and wellness massage services I currently rent space within an established medical centre,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=FB12B2E4126E2542AE51718E023B8A17, - ,62 - Health Care and Social Assistance | ,,
97E049E35FC05173E0531B96D48E86D3,ZHEMAAK INC.,ZHEMAAK INC.,hotsaw4@hotmail.com,,,,Berens River,Manitoba,PO Box 239,,R0B0A0,construction company -we do earth movingexcavationright of way clearingmulchingwinter access roads Dock constructiondemolition,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35FC05173E0531B96D48E86D3,238910 - Site Preparation Contractors,236110 - Residential Building Construction | ,N2320 - Trucks and Truck Tractors  Wheeled | 5139D - General Marine Construction Work | N5130 - Hand Tools  Power-Driven | N8305 - Textile Fabrics | R199B - Miscellaneous Business Services | N2090 - Ship and Marine Miscellaneous Equipment | N1940 - Small Craft | F010B - Forestry Services  Not Elsewhere Specified | V001B - Trucking | 5112B - Demolition Work | N3805 - Earthmoving and Excavating Equipment | 5131C - Highways  Roads  Railways   Airfield Runways | N5110 - Hand Tools  Edged  Nonpowered | N5120 - Hand Tools  Nonedged  Nonpowered | N2330 - Trailers | 5139A - Construction Services  Not Elsewhere Specified | E108F - Northern Contaminated Site Environmental Clean-up Work/Services | 5133C - Waterways  Harbours  Dams and Other Water Works | N9999 - Miscellaneous Items | N5120N - Tradesman and Special Tasks Tools | N4010 - Chain and Wire Rope | N5133 - Drill Bits  Counterbores and Countersinks  Hand and Machine | N5680M - Access Hatches  Building  General | ,
97E049E3640C5173E0531B96D48E86D3,1st Canadian Medical Supplies & Equipment LP,1st Canadian Medical Supplies & Equipment (GP) Ltd.,info@fcmse.ca,,,http://www.fcmse.ca,Wabasca,Alberta,P.O. Box 1020,,T0G2K0,A First Nation controlled entity that sells Medical Supplies  Equipment,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3640C5173E0531B96D48E86D3, - ,446199 - All Other Health and Personal Care Stores | ,N7195 - Miscellaneous Furniture and Fixtures | N6525 - Imaging Equipment and Supplies: Medical  Dental  Veterinary | G009E - Medical/Dental Clinic Services | ,
D55430786C1E194586D9153B0E2064D2,1st Peoples Print Shop Inc.,1st Peoples Print Shop Inc.,hello@1stpeoplesprintshop.ca,2043066888,,1stpeoplesprintshop.ca,Winnipeg,Manitoba,104-1075 Portage Avenue,,R3G 0R8,1st Peoples Print Shop sit on Treaty 1 territory the ancestral and traditional homeland of Anishinaabe peoples  Our office is located in the main lobby of Peguis First Nation Business Service Center at 1075 Portage Avenue in Winnipeg Manitoba ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D55430786C1E194586D9153B0E2064D2, - ,541310 - Architectural Services | 323115 - Digital Printing | 323114 - Quick Printing | 323119 - Other Printing | 238320 - Painting and Wall Covering Contractors | 339950 - Sign Manufacturing | ,R019E - Business Services | N8305 - Textile Fabrics | D399A - Miscellaneous Communications Services | 5179I - Other Building Completion and Finishing | C219D - Other Architectural and Engineering Services - Real Property | N8105 - Bags and Sacks | N3540 - Wrapping and Packaging Machinery | C119A - Architectual Services - Buildings | T000H - Communication Writing and Editing Services | T003A - Advertising | N9330 - Plastics  Fabricated Materials | T014A - Publications | N9330AB - PLASTIC SHEETS (FILM) ROLLS | N9330G - PLASTICS FABRICATED MATERIALS  N.E.S. | N3610 - Printing  Duplicating and Bookbinding Equipment | 5164A - Electrical Installations and Major Repairs | 5169D - Other Installation Work | N3610BEL - Photocopying Machines  Full Colour | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | T000G - Communication Support Products | N3610BE - Photocopying Machines and Accessories | T005A - Graphic Design Services - including website | N3610BEM - Photocopying Machines  Library Book | N3610BEN - Photocopying Machines  Engineering | N6532A - CLOTHING/WEARING APPAREL (HOSPITAL/SURGICAL) | N6532AB - CLOTHING  DISPOSABLE | N6532AC - CLOTHING  WHITEWEAR | N8105CA - BAG  TEXTILE  WOVEN PLASTIC | N8305BS - CLOTH  FIBERGLASS | N8405CL - CAP  KNIT  MENS  TOQUE (INCLUDES BALACLAVA) | N8410B - COAT/SKIRT  WOMEN'S (EXCEPT CLOTHING  SPECIAL PURPOSE) | N8415XE - CLOTHING  SAFETY  FORESTRY | ,
F18FD62067DCD04296C8CECD59FA7E10,100 Braid St Studios or Braid St Studios & Gallery,Braid St Studios Ltd,100braidststudios@gmail.com,7788865391,,https://100braidststudios.com/,Port Coquitlam,British Columbia,2071 Kingsway Ave.,Unit 701,V3C 6N2,Braid St Studios is a working art studio and gallery for lower mainland artists We provide rental work spaces for artists in various locations provide mentoring in the business of art both in person and on-line along with an online community ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=F18FD62067DCD04296C8CECD59FA7E10, - ,453920 - Art Dealers | 611610 - Fine Arts Schools | 711130 - Musical Groups and Artists | 711511 - Independent Artists  Visual Arts | ,T014R1C - Calligraphy  Design and Artwork | N6750EE - PAPER  GRAPHIC ARTS | N6720E - CAMERAS  STILL PICTURE  HORIZONTAL AND VERTICAL (PHOTOGRAPHIC OR GRAPHIC ARTS) | ,
299C74CC8969BF449A8C1AC751AA957C,1000187812 Ontario Inc,1000187812 Ontario Inc,nlubimiv@live.ca,6134014993,,,Petawawa,Ontario,272 Carla st,,K8h3l8,General contractingSite servicingLandscapingBuilding RenovationsDesign build,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=299C74CC8969BF449A8C1AC751AA957C, - ,,5124B - Construction of Commercial Buildings | 5133D - Sewers/ Drainage | ,
97E049E363DD5173E0531B96D48E86D3,10050190 Manitoba Ltd.,10050190 Manitoba Ltd.,1005manitoba@gmail.com,,,,Ile Des Chenes East,Manitoba,20015 mun 43 N,,R0a0t3,Various construction,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363DD5173E0531B96D48E86D3,236110 - Residential Building Construction,236220 - Commercial and Institutional Building Construction | ,N1560 - Airframe Structural Components | B308A - Accounting and Financial Management Studies | ,
